stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,has_park,geometry,GridID,nodeid_before,type,x,y,nodeid,p_n_dist
78344,903969,ALLEGRO DR NW @ SYMPHONY LN NW,0 ALLEGRO DR NW & SYMPHONY LN NW,33.77473,-84.482258,,,,,,0,FALSE,POINT (2200685.528075739 1373238.436932272),228,35943,bus,2200685.528,1373238.437,35938,0.202884861
78348,903971,W PEEK RD NW @ CARON CIR NW,0 W PEEK RD NW & CARON CIR NW,33.773696,-84.485311,,,,,,0,FALSE,POINT (2199756.655092707 1372865.049588982),208,35934,bus,2199756.655,1372865.05,35933,0.133118254
78350,904057,W PEEK RD NW @ CARON CIR NW,0 W PEEK RD NW & CARON CIR NW,33.773616,-84.485311,,,,,,0,FALSE,POINT (2199756.565094921 1372835.939969221),208,35934,bus,2199756.565,1372835.94,35933,0.127662172
78352,904058,ALLEGRO DR NW@SYMPHONY LN NW,0 ALLEGRO DR NW & SYMPHONY LN NW,33.774658,-84.482301,,,,,,0,FALSE,POINT (2200672.381506996 1373212.278286803),228,35943,bus,2200672.382,1373212.278,35938,0.198132876
78354,904059,ALLEGRO DR NW@INDIGO LN NW,0 ALLEGRO DR NW & INDIGO LN NW,33.774526,-84.480561,,,,,,0,FALSE,POINT (2201200.966359059 1373162.632607944),228,46861,bus,2201200.966,1373162.633,46860,0.192498749
78356,904060,ALLEGRO DR NW@CRESCENDO DR NW,0 ALLEGRO DR NW & CRESCENDO DR NW,33.774153,-84.478483,,,,,,0,FALSE,POINT (2201831.995334267 1373024.99223668),228,46865,bus,2201831.995,1373024.992,46860,0.183189321
78358,903972,CRESCENDO DR NW@LYRIC WAY NW,0 CRESCENDO DR NW & LYRIC WAY NW,33.773949,-84.477145,,,,,,0,FALSE,POINT (2202238.350064002 1372949.535270998),228,46867,bus,2202238.35,1372949.535,46872,0.165194474
78360,903973,CRESCENDO DR NW@OZBURN RD NW,0 CRESCENDO DR NW & OZBURN RD NW,33.773941,-84.476047,,,,,,0,FALSE,POINT (2202571.991595645 1372945.620974025),228,46876,bus,2202571.992,1372945.621,46880,0.14065707
78362,903974,WASHINGTON ST NW@ALBERT ST NW,0 WASHINGTON ST NW & ALBERT ST NW,33.77363,-84.47485,,,,,,0,FALSE,POINT (2202935.386724003 1372831.367617797),228,46877,bus,2202935.387,1372831.368,46879,0.072776822
78380,904156,HOLLYWOOD RD NW@829,,33.777748,-84.451793,,,,,,0,FALSE,POINT (2209945.90673628 1374309.617395796),228,257535,bus,2209945.907,1374309.617,257535,0.033469038
78382,904157,HOLLYWOOD RD NW@EUGENIA PL NW,0 HOLLYWOOD RD NW & N EUGENIA PL NW,33.778149,-84.452979,,,,,,0,FALSE,POINT (2209585.937423674 1374456.528443798),228,47165,bus,2209585.937,1374456.528,47165,0.003288809
78384,904158,HOLLYWOOD RD NW@LOUISE PL NW,0 HOLLYWOOD RD NW & LOUISE PL NW,33.778632,-84.453861,,,,,,0,FALSE,POINT (2209318.426360951 1374633.023445155),228,47164,bus,2209318.426,1374633.023,47164,0.004795051
78388,904246,HOLLYWOOD RD NW@JOHNSON RD NW,0 HOLLYWOOD & JOHNSON,33.77969,-84.455231,,,,,,0,FALSE,POINT (2208903.224192197 1375019.160993159),229,47163,bus,2208903.224,1375019.161,47163,0.009540812
78390,904247,HOLLYWOOD DR NW@CATO ST NW,0 HOLLYWOOD RD NW & CATO ST NW,33.781163,-84.455746,,,,,,0,FALSE,POINT (2208748.244820743 1375555.580474614),229,47174,bus,2208748.245,1375555.58,47174,0.006204355
78392,903942,HOLLYWOOD RD NW@GUN CLUB RD NW,0 HOLLYWOOD RD NW & GUN CLUB RD NW,33.781887,-84.456357,,,,,,0,FALSE,POINT (2208563.336008581 1375819.543962961),229,47175,bus,2208563.336,1375819.544,47175,0.007410275
78396,903936,BAKER RD NW@CENTER HILL AVE NW,0 BAKER RD NW & CENTER HILL AVE NW,33.769508,-84.463762,,,,,,0,FALSE,POINT (2206300.395795481 1371321.602460042),228,46417,bus,2206300.396,1371321.602,46417,0.008396749
78400,903938,BAKER RD NW@GARY RD NW,0 BAKER RD NW & GARY RD NW,33.770129,-84.461437,,,,,,0,FALSE,POINT (2207007.577983886 1371545.537077521),228,46430,bus,2207007.578,1371545.537,46430,0.002676988
78404,903944,BAKER RD NW@BAKER CIR NW,0 BAKER RD NW & BAKER CIR NW,33.770249,-84.458109,,,,,,0,FALSE,POINT (2208019.028145895 1371586.325597655),228,46726,bus,2208019.028,1371586.326,46726,0.003054545
78406,903945,BAKER RD NW@NORTH AVE NW,0 BAKER RD NW & NORTH AVE NW,33.77017,-84.456522,,,,,,0,FALSE,POINT (2208501.210862529 1371556.220006978),228,46727,bus,2208501.211,1371556.22,46727,0.003114002
78472,904162,HAMILTON E HOLMES DR NW @ BAKER RIDGE DR NW,0 HAMILTON E HOLMES DR NW & BAKER RIDGE DR NW,33.770177,-84.472887,,,,,,0,FALSE,POINT (2203528.154596876 1371573.146618104),228,46327,bus,2203528.155,1371573.147,46327,0.009968772
78474,904163,BAKER RD NW @ HAMILTON E HOLMES DR NW,0 BAKER RD NW & HAMILTON E HOLMES DR NW,33.769391,-84.4717,,,,,,0,FALSE,POINT (2203888.018758713 1371286.075379268),228,46330,bus,2203888.019,1371286.075,46330,0.020493874
78476,904220,BAKER RD NW@HOOD AVE NW,0 BAKER RD NW & HOOD AVE NW,33.769465,-84.470232,,,,,,0,FALSE,POINT (2204334.204100373 1371311.68476346),228,46390,bus,2204334.204,1371311.685,46390,0.002681702
78478,904221,BAKER RD NW@HOOD AVE NW,0 BAKER & HOOD,33.769566,-84.470024,,,,,,0,FALSE,POINT (2204397.52068892 1371348.249524784),228,46391,bus,2204397.521,1371348.25,46391,0.008542866
78484,903756,BAKER RD NW@CHURCH ST NW,0 BAKER RD NW & CHURCH ST NW,33.769585,-84.466883,,,,,,0,FALSE,POINT (2205352.047708261 1371352.368437638),228,46396,bus,2205352.048,1371352.368,46396,0.002531993
78486,903761,BAKER RD NW@LINCOLN DR NW,0 BAKER RD NW & LINCOLN DR NW,33.769496,-84.466687,,,,,,0,FALSE,POINT (2205411.515147085 1371319.810607973),228,46397,bus,2205411.515,1371319.811,46397,0.002668198
78492,903764,BAKER RD NW@CENTER HILL AVE,BAKER RD NW & CENTER HILL AVE NW,33.769768,-84.463502,,,,,,0,FALSE,POINT (2206379.678718918 1371415.980956963),228,46417,bus,2206379.679,1371415.981,46417,0.015825815
78494,903848,BAKER RD NW@GARY RD NW,0 BAKER RD NW & GARY RD NW,33.77021,-84.461187,,,,,,0,FALSE,POINT (2207083.633260306 1371574.793357129),228,46431,bus,2207083.633,1371574.793,46431,0.002561269
78497,903850,HAMILTON E HOLMES DR NW @ HIGHTOWER CT,0 HAMILTON E HOLMES & HIGHTOWER,33.761741,-84.469524,,,,,,0,FALSE,POINT (2204541.098845136 1368500.52336151),228,46384,bus,2204541.099,1368500.523,46384,0.013687246
78498,903851,BAKER RD NW@TWILLEY RD NW,0 BAKER & TWILLEY,33.77034,-84.458656,,,,,,0,FALSE,POINT (2207852.897514771 1371619.908180894),228,46723,bus,2207852.898,1371619.908,46723,0.011381464
78500,903765,HAMILTON E HOLMES DR NW@RYNE ST NW,0 HAMILTON E HOLMES & RYNE,33.767769,-84.470775,,,,,,0,FALSE,POINT (2204167.37295932 1370695.048055004),228,46388,bus,2204167.373,1370695.048,46388,0.014064627
78502,903766,LINKWOOD RD@TRIBBLE LN,0 LINKWOOD & TRIBBLE,33.759069,-84.483036,,,,,,0,FALSE,POINT (2200431.62929643 1367540.596519983),228,35727,bus,2200431.629,1367540.597,35727,0.021141795
78510,903797,HIGHTOWER RD NW @ WHITING ST NW,0 HIGHTOWER RD NW & WHITING ST NW,33.778947,-84.474752,,,,,,0,FALSE,POINT (2202970.94984423 1374765.976762525),228,46897,bus,2202970.95,1374765.977,46897,0.002669765
78512,903798,HIGHTOWER RD @ 954,,33.780437,-84.474843,,,,,,0,FALSE,POINT (2202944.920595962 1375308.226429384),229,280913,bus,2202944.921,1375308.226,280913,0.03694644
78514,903852,HIGHTOWER RD NW @ ELLIOTT ST NW,0 HIGHTOWER & ELLIOTT,33.781879,-84.473928,,,,,,0,FALSE,POINT (2203224.506069671 1375832.097515771),229,46913,bus,2203224.506,1375832.098,46913,0.016197169
78516,903542,HIGHTOWER RD NW @ JAMES DR NW,0 HIGHTOWER & JAMES,33.782673,-84.473399,,,,,,0,FALSE,POINT (2203386.098986451 1376120.531895458),229,46914,bus,2203386.099,1376120.532,46914,0.004448842
78520,903544,LINKWOOD RD@COLLIER DR,0 LINKWOOD & COLLIER,33.763002,-84.484062,,,,,,0,FALSE,POINT (2200124.209473865 1368972.653582862),228,35748,bus,2200124.209,1368972.654,35748,0.020938309
78522,903545,COLLIER DR@LARCHMONT DR,0 COLLIER & LARCHMONT,33.763412,-84.485483,,,,,,0,FALSE,POINT (2199692.815214313 1369123.172667528),208,340883,bus,2199692.815,1369123.173,340883,0.017463918
78524,903551,COLLIER DR@3075,,33.765163,-84.488237,,,,,,0,FALSE,POINT (2198857.839369166 1369762.908085537),208,264957,bus,2198857.839,1369762.908,264957,0.0477037
78526,903552,COLLIER DR@LINKWOOD RD,0 COLLIER & LINKWOOD,33.762871,-84.484435,,,,,,0,FALSE,POINT (2200010.704249715 1368925.335867169),228,35748,bus,2200010.704,1368925.336,35748,0.009151278
78528,903553,LINKWOOD RD@LINKWOOD PL,0 LINKWOOD & LINKWOOD,33.761858,-84.483066,,,,,,0,FALSE,POINT (2200425.625953143 1368555.456366288),228,35750,bus,2200425.626,1368555.456,35750,0.011203855
78530,903600,DONALD L HOLLOWELL PKY @ CENTER HILL AVE,0 DONALD LEE HOLLOWELL PKY NW & CENTER HILL AVE NW,33.776784,-84.464667,,,,,,0,FALSE,POINT (2206033.033425111 1373969.914067848),228,46968,bus,2206033.033,1373969.914,46968,0.01996072
78532,903546,DONALD L HOLLOWELL PKY @ HALL ST,0 BANKHEAD & HALL,33.776135,-84.466081,,,,,,0,FALSE,POINT (2205602.688175788 1373735.007692255),228,46957,bus,2205602.688,1373735.008,46957,0.011963449
79001,903548,LENA ST @ MAYSON TURNER RD,0 LENA & MAYSON TURNER,33.75658,-84.41673,,,,,,0,FALSE,POINT (2220581.362453796 1366579.572752995),228,48055,bus,2220581.362,1366579.573,48055,0.004853713
79002,903549,CARTER ST @ LEACH ST,0 CARTER & LEACH,33.7564,-84.414,,,,,,0,FALSE,POINT (2221410.938666557 1366512.075178281),228,990004,bus,2221410.939,1366512.075,281478,0.118126317
79004,903601,DONALD L HOLLOWELL PKWY @ STIFF ST,0 DONALD LEE HOLLOWELL PKY NW & STIFF ST NW,33.771739,-84.427143,,,,,,0,FALSE,POINT (2217430.458715872 1372103.297556056),228,301143,bus,2217430.459,1372103.298,301143,0.014356904
79008,903602,MARIETTA BLVD NW @ JEFFERSON ST NW,0 MARIETTA BLVD NW & JEFFERSON ST NW,33.775518,-84.426017,,,,,,0,FALSE,POINT (2217776.085748436 1373477.49760485),228,48411,bus,2217776.086,1373477.498,48411,0.00566547
79009,903603,JAMES P BRAWLEY DR @ CARTER ST,JAMES P BRAWLEY DR NW & MARTIN LUTHER KING JR DR NW,33.756257,-84.412784,,,,,,0,FALSE,POINT (2221780.396068212 1366459.15767125),228,48088,bus,2221780.396,1366459.158,48095,0.05879394
79010,903604,MARIETTA BLVD NW @ RICE ST NW,0 MARIETTA BLVD NW & RICE ST NW,33.778014,-84.426554,,,,,,0,FALSE,POINT (2217615.200645464 1374386.127442649),228,209409,bus,2217615.201,1374386.127,209409,0.015177443
79012,904708,MARIETTA BLVD NW @ 860,,33.779588,-84.428198,,,,,,0,FALSE,POINT (2217117.11479025 1374960.122331692),228,209409,bus,2217117.115,1374960.122,209409,0.128772786
79013,904709,DONALD L HOLLOWELL PKWY @ ADDIE ST,0 DONALD LEE HOLLOWELL PKY NW & ADDIE ST NW,33.773259,-84.419599,,,,,,0,FALSE,POINT (2219724.273014923 1372650.669481628),228,48570,bus,2219724.273,1372650.669,48570,0.009919306
79014,904710,MARIETTA BLVD NW @ W MARIETTA ST NW,0 MARIETTA BLVD NW & W MARIETTA ST NW,33.785774,-84.42776,,,,,,0,FALSE,POINT (2217255.904821557 1377210.685084336),229,48447,bus,2217255.905,1377210.685,48447,0.037375879
79020,904711,MARIETTA BLVD NW @ JEFFERSON ST NW,0 MARIETTA BLVD NW & JEFFERSON ST NW,33.775625,-84.426094,,,,,,0,FALSE,POINT (2217752.786160099 1373516.490543772),228,48411,bus,2217752.786,1373516.491,48411,0.003087322
79022,904712,MARIETTA BLVD NW @ RICE ST,0 MARIETTA BLVD NW & RICE ST,33.777782,-84.426542,,,,,,0,FALSE,POINT (2217618.634038268 1374301.700460497),228,209409,bus,2217618.634,1374301.7,209409,0.029198013
79024,904713,MARIETTA BLVD NW @ 860,,33.779508,-84.428285,,,,,,0,FALSE,POINT (2217090.605892875 1374931.079841811),228,209409,bus,2217090.606,1374931.08,209409,0.128084716
79026,904641,MARIETTA BLVD NW @ 930,,33.781597,-84.429901,,,,,,0,FALSE,POINT (2216601.524737102 1375692.454640055),229,220812,bus,2216601.525,1375692.455,220812,0.129348975
79028,904642,ASHBY STATION - EAST SIDE,0 JOSEPH E LOWERY BLVD NW & LENA ST NW,33.756066,-84.417371,,,,,,0,TRUE,POINT (2220386.087539853 1366393.017474841),228,285617,bus,2220386.088,1366393.017,285617,0.016625259
79064,904958,JOSEPH E BOONE BLVD @ FLOWERS PL,0 SIMPSON ST NW & FLOWERS PL NW,33.763572,-84.421501,,,,,,0,FALSE,POINT (2219137.592903535 1369127.292660325),228,47748,bus,2219137.593,1369127.293,47748,0.004934498
79066,904959,JOSEPH E BOONE BLVD @ ARCHER WAY NW,0 SIMPSON & ARCHER,33.76381,-84.423197,,,,,,0,FALSE,POINT (2218622.382117723 1369215.171780393),228,47739,bus,2218622.382,1369215.172,47739,0.026178479
79068,904960,JOSEPH E BOONE BLVD @ 1143,1143 SIMPSON,33.76374,-84.424782,,,,,,0,FALSE,POINT (2218140.627050779 1369190.903284212),228,47735,bus,2218140.627,1369190.903,47735,0.026189152
79070,904887,JOSEPH E BOONE BLVD @ 1181,1181 JOSEPH E. BOONE BLVD & ATLANTA AND WEST POINT,33.763586,-84.42635,,,,,,0,FALSE,POINT (2217663.960600007 1369136.064187553),228,47725,bus,2217663.961,1369136.064,47725,0.050082516
79072,904888,JOSEPH E BOONE BLVD @ TROY ST NW,0 SIMPSON & TROY,33.76366,-84.427091,,,,,,0,FALSE,POINT (2217438.833535703 1369163.558550635),228,47725,bus,2217438.834,1369163.559,47725,0.012386545
79076,904961,JOSEPH E BOONE BLVD @ CHAPPELL RD NW,0 JOSEPH E BOONE BLVD & CHAPPELL,33.763718,-84.432652,,,,,,0,FALSE,POINT (2215748.862473841 1369188.977760658),228,233276,bus,2215748.862,1369188.978,233276,0.019369141
79080,904962,JOSEPH E BOONE BLVD NW @ WOODLAWN AVE NW,0 JOSEPH E BOONE BLVD NW & WOODLAWN AVE NW,33.763595,-84.436222,,,,,,0,FALSE,POINT (2214663.798880679 1369147.039900533),228,47607,bus,2214663.799,1369147.04,47607,0.00553168
79084,904964,HOLLY RD NW@236,,33.761169,-84.438019,,,,,,0,FALSE,POINT (2214115.354460917 1368265.726439402),228,47600,bus,2214115.354,1368265.726,47600,0.064621699
79086,904891,HOLLY RD NW@ANDREWS ST NW,0 HOLLY & ANDREWS,33.760178,-84.438011,,,,,,0,FALSE,POINT (2214116.836755846 1367905.1259739),228,47600,bus,2214116.837,1367905.126,47600,0.01450631
79088,905082,HOLLY RD NW@WILLIS ST NW,0 HOLLY & WILLIS,33.758984,-84.437996,,,,,,0,FALSE,POINT (2214120.252205957 1367470.654603016),228,47567,bus,2214120.252,1367470.655,47567,0.023981099
79090,905083,HOLLY RD NW@VICTOR CIR NW,0 HOLLY RD NW & VICTOR CIR NW,33.757489,-84.437823,,,,,,0,FALSE,POINT (2214171.400342788 1366926.532514149),228,47563,bus,2214171.4,1366926.533,47563,0.005622706
79092,905084,HOLLY RD NW @ EZRA CHURCH DR NW,0 HOLLY & EZRA CHURCH,33.756709,-84.437891,,,,,,0,FALSE,POINT (2214149.986630928 1366642.769305563),228,47562,bus,2214149.987,1366642.769,47562,0.00966056
79094,905132,JOSEPH E BOONE BLVD @ SIMPSON TER NW,0 JOSEPH E BOONE BLVD & SIMPSON,33.763755,-84.447159,,,,,,0,FALSE,POINT (2211340.125256517 1369214.126102245),228,46820,bus,2211340.125,1369214.126,46820,0.014549531
79098,904279,JOSEPH E BOONE BLVD @ DIXIE HILLS CIR NW,0 JOSEPH E BOONE BLVD NW & DIXIE HILLS CIR NW,33.763734,-84.449205,,,,,,0,FALSE,POINT (2210718.31139809 1369208.182794317),228,46819,bus,2210718.311,1369208.183,46819,0.006951828
79102,904281,EZRA CHURCH DR NW @ 1464,,33.756329,-84.435509,,,,,,0,FALSE,POINT (2214873.59062082 1366502.603267647),228,47586,bus,2214873.591,1366502.603,47586,0.113589402
79104,904282,EZRA CHURCH DR NW @ CHAPPELL RD NW,0 EZRA CHURCH DR NW & CHAPPELL RD NW,33.756535,-84.433614,,,,,,0,FALSE,POINT (2215449.737109167 1366576.06381505),228,47586,bus,2215449.737,1366576.064,47586,0.003886599
79106,905133,W LAKE AVE NW @ PORTER DR NW,0 W LAKE AVE NW & PORTER DR NW,33.755961,-84.444159,,,,,,0,FALSE,POINT (2212244.21212883 1366375.664471565),228,46804,bus,2212244.212,1366375.664,46804,0.003381205
79108,905134,W LAKE AVE NW @ CALLOWAY DR NW,0 W LAKE AVE NW & CALLOWAY DR NW,33.758019,-84.444194,,,,,,0,FALSE,POINT (2212235.589992548 1367124.534971942),228,46807,bus,2212235.59,1367124.535,46807,0.001856183
79126,904283,DONALD L HOLLOWELL PKY @ MATILDA PL NW,0 DONALD LEE HOLLOWELL PKY NW & MATILDA PL NW,33.773595,-84.443316,,,,,,0,FALSE,POINT (2212517.647753837 1372791.445303993),228,47230,bus,2212517.648,1372791.445,47230,0.00726726
79128,904325,DONALD L HOLLOWELL PKY @ GERTRUDE PL NW,0 DONALD LEE HOLLOWELL PKY NW & GERTRUDE PL NW,33.774103,-84.444719,,,,,,0,FALSE,POINT (2212091.814263569 1372977.438400651),228,47228,bus,2212091.814,1372977.438,47228,0.007353015
79130,904326,DONALD L HOLLOWELL PKY @ EVELYN PL NW,0 DONALD LEE HOLLOWELL PKY NW & N EVELYN PL NW,33.774255,-84.4456,,,,,,0,FALSE,POINT (2211824.254439758 1373033.469993245),228,47211,bus,2211824.254,1373033.47,47211,0.006709608
79132,904393,DONALD L HOLLOWELL PKY @ ELIZABETH PL NW,0 DONALD LEE HOLLOWELL PKY NW & N ELIZABETH PL NW,33.775049,-84.447548,,,,,,0,FALSE,POINT (2211233.103995592 1373323.990259022),228,47209,bus,2211233.104,1373323.99,47209,0.014378207
79134,904394,DONALD L HOLLOWELL PKY @ EDWIN PL NW,0 DONALD LEE HOLLOWELL PKY NW & EDWIN PL NW,33.776131,-84.448952,,,,,,0,FALSE,POINT (2210807.553476458 1373718.863116017),228,47215,bus,2210807.553,1373718.863,47215,0.003137077
79150,904488,DONALD L HOLLOWELL PKWY @ GLASS ST,0 DONALD LEE HOLLOWELL PKY NW & GLASS ST NW,33.772784,-84.424766,,,,,,0,FALSE,POINT (2218153.72939998 1372481.724008271),228,48419,bus,2218153.729,1372481.724,48419,0.020314631
79154,904546,DONALD L HOLLOWELL PKWY @ SIMMONS ST,0 DONALD LEE HOLLOWELL PKY NW & SIMMONS ST NW,33.773151,-84.420229,,,,,,0,FALSE,POINT (2219532.736479308 1372611.841975924),228,48429,bus,2219532.736,1372611.842,48429,0.004773926
79158,904436,DONALD L HOLLOWELL PKWY @ PAINES AVE,0 DONALD LEE HOLLOWELL PKY NW & PAINES AVE NW,33.772985,-84.414444,,,,,,0,FALSE,POINT (2221290.497413235 1372547.164236818),228,48598,bus,2221290.497,1372547.164,48598,0.003449425
79172,904604,DONALD L HOLLOWELL PKY @ STIFF ST,0 DONALD LEE HOLLOWELL PKY NW & STIFF ST NW,33.771847,-84.427318,,,,,,0,FALSE,POINT (2217377.379406619 1372142.72989006),228,301143,bus,2217377.379,1372142.73,301143,0.014416873
79176,904605,MARIETTA BLVD @ DONALD L HOLLOWELL PKWY,0 MARIETTA BLVD NW & DONALD LEE HOLLOWELL PKY NW,33.772931,-84.425449,,,,,,0,FALSE,POINT (2217946.317408894 1372535.733238959),228,310007,bus,2217946.317,1372535.733,310007,0.01400699
79184,904657,DONALD L HOLLOWELL PKY @ CHAPPELL RD NW,0 DONALD LEE HOLLOWELL PKY NW & CHAPPELL RD NW,33.771349,-84.433787,,,,,,0,FALSE,POINT (2215411.123846408 1371966.555801796),228,48369,bus,2215411.124,1371966.556,48369,0.009904875
79186,904658,DONALD L HOLLOWELL PKY @ ELBRIDGE DR NW,0 DONALD LEE HOLLOWELL PKY NW & ELBRIDGE DR NW,33.771555,-84.432656,,,,,,0,FALSE,POINT (2215755.005171299 1372040.624093521),228,48370,bus,2215755.005,1372040.624,48370,0.002459193
79188,904659,DONALD L HOLLOWELL PKY @ PIERCE AVE NW,0 DONALD LEE HOLLOWELL PKY NW & PIERCE AVE NW,33.771852,-84.431178,,,,,,0,FALSE,POINT (2216204.415545202 1372147.537490288),228,48374,bus,2216204.416,1372147.537,48374,0.002652024
79190,904660,JOSEPH E BOONE BLVD @ JOSEPH E LOWERY BLVD,0 JOSEPH E BOONE BLVD & JOSEPH E LOWERY BLVD,33.763531,-84.417184,,,,,,0,FALSE,POINT (2220449.523072167 1369109.158457003),228,48118,bus,2220449.523,1369109.158,48118,0.017109977
79192,904778,JOSEPH E BOONE BLVD @ JOSEPH E LOWERY BLVD,0 JOSEPH E BOONE BLVD & JOSEPH E LOWERY BLVD,33.763527,-84.4179,,,,,,0,FALSE,POINT (2220231.922037415 1369108.232504204),228,225071,bus,2220231.922,1369108.233,225071,0.011017483
79194,904779,JOSEPH E BOONE BLVD @ CAIRO ST NW,0 SIMPSON & CAIRO,33.763679,-84.419305,,,,,,0,FALSE,POINT (2219805.068058495 1369164.584038775),228,48115,bus,2219805.068,1369164.584,48115,0.021485632
79202,904780,ANDERSON AVE NW @ 83,,33.75617,-84.449269,,,,,,0,FALSE,POINT (2210691.317311147 1366455.931162682),228,46765,bus,2210691.317,1366455.931,46765,0.081535217
79204,904781,ANDERSON AVE NW @ CALLOWAY DR NW,0 ANDERSON & CALLOWAY,33.757114,-84.449593,,,,,,0,FALSE,POINT (2210593.785402013 1366799.693342889),228,46776,bus,2210593.785,1366799.693,46776,0.016076718
79206,904661,ANDERSON AVE NW @ 167,,33.75869,-84.450333,,,,,,0,FALSE,POINT (2210370.454833985 1367373.768621789),228,46778,bus,2210370.455,1367373.769,46778,0.009566825
79208,904662,ANDERSON AVE NW @ TIGER FLOWERS DR,0 ANDERSON & TIGER FLOWERS,33.759789,-84.450363,,,,,,0,FALSE,POINT (2210362.437424217 1367773.685682403),228,46779,bus,2210362.437,1367773.686,46779,0.020851607
79218,904854,JOSEPH E BOONE BLVD NW @ SIMPSON TER NW,,33.763584,-84.447269,,,,,,0,FALSE,POINT (2211306.526172194 1369151.995447296),228,46820,bus,2211306.526,1369151.995,46820,0.00653425
79232,905026,W LAKE AVE NW @ CALLOWAY DR NW,0 W LAKE AVE NW & CALLOWAY DR NW,33.7581,-84.444249,,,,,,0,FALSE,POINT (2212218.953365352 1367154.053342987),228,46807,bus,2212218.953,1367154.053,46807,0.005434365
79234,905027,W LAKE AVE NW @ PORTER DR NW,0 W LAKE AVE NW & PORTER DR NW,33.755907,-84.444235,,,,,,0,FALSE,POINT (2212221.060246559 1366356.077734256),228,257572,bus,2212221.06,1366356.078,257572,0.003261216
79240,904912,EASON ST NW@CHAPPELL RD NW,0 EASON & CHAPPELL,33.757588,-84.43418,,,,,,0,FALSE,POINT (2215278.705699043 1366959.663314871),228,47588,bus,2215278.706,1366959.663,47588,0.036799082
79242,904913,EASON ST NW@1447,,33.757635,-84.435341,,,,,,0,FALSE,POINT (2214925.889575181 1366977.682620698),228,47588,bus,2214925.89,1366977.683,47586,0.126538548
79244,904914,EASON ST NW@1467,,33.757634,-84.436155,,,,,,0,FALSE,POINT (2214678.491163944 1366977.964383893),228,47563,bus,2214678.491,1366977.964,47562,0.118580975
79247,905099,HOLLY RD NW@AKRIDGE ST NW,0 HOLLY RD NW & AKRIDGE ST NW,33.758375,-84.437737,,,,,,0,FALSE,POINT (2214198.385763132 1367248.851474896),228,47566,bus,2214198.386,1367248.851,47566,0.002869344
79248,905100,HOLLY RD NW@ANDREWS ST NW,0 HOLLY RD NW & ANDREWS ST NW,33.760246,-84.43774,,,,,,0,FALSE,POINT (2214199.263894262 1367929.652402366),228,47600,bus,2214199.264,1367929.652,47600,0.002124525
79250,905147,HOLLY RD NW@SIMPSON RD NW,0 HOLLY & SIMPSON,33.763206,-84.437584,,,,,,0,FALSE,POINT (2214249.505499118 1369006.579857302),228,47604,bus,2214249.505,1369006.58,47604,0.024801455
79252,905152,JOSEPH E BOONE BLVD @ WOODLAWN AVE,JOSEPH E BOONE BLVD NW & WOODLAWN AVE NW,33.763487,-84.436092,,,,,,0,FALSE,POINT (2214703.204095181 1369107.638768549),228,47607,bus,2214703.204,1369107.639,47607,0.012360134
79254,905153,JOSEPH E BOONE BLVD @ CHAPPELL RD,0 JOSEPH E BOONE BLVD & CHAPPELL,33.763354,-84.43316,,,,,,0,FALSE,POINT (2215594.135549391 1369056.92814938),228,47624,bus,2215594.136,1369056.928,47624,0.015906341
79256,905154,JOSEPH E BOONE BLVD @ BURBANK DR NW,0 SIMPSON RD NW & BURBANK DR NW,33.763449,-84.429394,,,,,,0,FALSE,POINT (2216738.740632458 1369088.55805022),228,47721,bus,2216738.741,1369088.558,47721,0.008958921
79258,905155,JOSEPH E BOONE BLVD @ TROY ST NW,0 JOSEPH E BOONE BLVD NW & TROY ST NW,33.763442,-84.427241,,,,,,0,FALSE,POINT (2217393.047028746 1369084.35031251),228,47725,bus,2217393.047,1369084.35,47725,0.005140971
79260,904340,JOSEPH E BOONE BLVD @ 1181,1181 SIMPSON,33.763298,-84.426758,,,,,,0,FALSE,POINT (2217539.702162537 1369031.582516794),228,47725,bus,2217539.702,1369031.583,47725,0.030248579
79262,904341,JOSEPH E BOONE BLVD @ MAYSON TURNER,0 SIMPSON & MAYSON TURNER,33.763402,-84.425488,,,,,,0,FALSE,POINT (2217925.760336231 1369068.453522466),228,253103,bus,2217925.76,1369068.454,253103,0.013581598
79264,904342,JOSEPH E BOONE BLVD @ ARCHER WAY NW,0 JOSEPH E BOONE BLVD NW & ARCHER WAY NW,33.763481,-84.423479,,,,,,0,FALSE,POINT (2218536.382360909 1369095.672287286),228,47739,bus,2218536.382,1369095.672,47739,0.001731082
79266,904343,JOSEPH E BOONE BLVD @ TEMPLE ST NW,0 SIMPSON & TEMPLE,33.763437,-84.422177,,,,,,0,FALSE,POINT (2218932.030024212 1369078.678865929),228,47747,bus,2218932.03,1369078.679,47747,0.011394538
79270,905157,JOSEPH E BOONE BLVD @ CAIRO ST NW,0 SIMPSON & CAIRO,33.763279,-84.419785,,,,,,0,FALSE,POINT (2219658.83553424 1369019.394321999),228,48115,bus,2219658.836,1369019.394,48115,0.017642661
79272,905158,JOSEPH E BOONE BLVD @ JOSEPH E LOWERY BLVD,0 JOSEPH E BOONE BLVD NW & JOSEPH E LOWERY BLVD NW,33.763459,-84.417586,,,,,,0,FALSE,POINT (2220327.288650981 1369083.257017314),228,48118,bus,2220327.289,1369083.257,48118,0.006565659
